Year,Number,CareerRaces,Name,Sex,Sire,Dam,Wins,Races,WinPercent,1st,2nd,3rd,WinDist,Top3
2020,83,109,KB's Axelrod [US/US 2018],m,Gigawatt,KB's Santa Ana,15,52,0.28,15,9,3,520,27
2020,84,111,Superior Piper [US/US 2018],f,Pat C Clement,Superior Cinch,15,57,0.26,15,6,5,498,26
2020,85,265,WW Lager [US/US 2018],m,Crown And Crest,WW's Black Gold,15,59,0.25,15,9,5,411,29
2020,86,91,XK On Top [US/US 2017],f,Flying Westover,RJ's Emily,15,61,0.24,15,10,15,598,40
2020,87,106,Squeallike Thiel [US/US 2017],m,Barcelona Boss,PJ Sour Diesel,15,62,0.24,15,4,4,503,23
2020,88,128,Yolo Aroma [US/US 2018],f,Nashapelli,Flying Satin,15,63,0.23,15,15,5,499,35
2020,89,158,BGR Goingoingone [US/US 2018],m,Superior Panama,Boc's Heatin Up,15,64,0.23,15,7,10,503,32
2020,90,159,Something Bad [US/US 2018],m,Superior Panama,PJ Sour Diesel,15,70,0.21,15,8,4,503,27
2020,91,31,FGF Branch [US/US 2018],m,SH Avatar,FGF Jamboree,14,30,0.46,14,8,5,533,27
2020,92,86,Revin Devon [US/US 2017],m,U Too Pure Silk,Fire and Heat,14,31,0.45,14,5,3,503,22
2020,93,157,L's Luv It [US/US 2016],f,KC and All,L's Morgan,14,44,0.31,14,9,5,501,28
2020,94,69,TR's Hammy [US/US 2018],m,Superior Panama,Kiowa Montgomery,14,47,0.29,14,6,0,503,20
2020,95,77,LK's Molinari [US/US 2018],m,LK's Now R Never,LK's Whispering,14,54,0.25,14,9,10,503,33
2020,96,68,Jays Crown Royal [US/US 2018],m,Crown And Crest,SE's Petes Girl,14,56,0.25,14,12,7,503,33
2020,97,157,KB's Singer [US/US 2018],f,Gigawatt,KB's Santa Ana,14,56,0.25,14,7,5,538,26
2020,98,173,Shoot For D Moon [US/US 2017],f,Trent Lee,Danicas Go Daddy,14,64,0.21,14,13,10,503,37
2020,99,129,Phantom Petunia [US/US 2017],f,Barcelona Boss,Magic Violet,14,64,0.21,14,8,16,503,38
2020,100,234,Nib's Natasha [US/US 2016],f,Pat C Clement,Gable Niblets,14,73,0.19,14,20,9,499,43
